incident,application,region,prod_line,opened,app_category,priority,urgency,impact,Closed,sup_grp,grp_level,resolved,res_category,cust_time,pend_time,call_log,chat_log
INC000019154479,APP000010021948,R1028,PL1002,2018-10-08 14:11,Help/ Assistance,Priority 4,Low,Limited,2018-10-23 0:08,SG1056,Level 2,2018-10-12 14:35,User Access / Permission,347043,144208,,
INC000018037114,APP000010028529,R1016,PL1001,2018-02-14 14:02,Help/ Assistance,Priority 4,Low,Limited,2018-02-25 0:12,SG1117,Level 3,2018-02-14 19:48,Connectivity,20778,0,,
INC000019701849,APP000010030938,R1029,PL1002,2019-01-31 15:28,Help/ Assistance,Priority 4,Low,Limited,2019-02-17 0:11,SG1055,Level 1,2019-02-06 20:06,User Access / Permission,535053,533707,,
INC000019303422,APP000010032598,R1028,PL1002,2018-11-07 19:17,Help/ Assistance,Priority 4,Low,Limited,2018-11-18 0:08,SG1055,Level 1,2018-11-07 20:23,User Access / Permission,3960,0,,
INC000019112224,APP000010006995,R1028,PL1002,2018-09-28 12:31,Help/ Assistance,Priority 4,Low,Limited,2018-10-21 0:08,SG1056,Level 2,2018-10-10 14:18,User Access / Permission,1043220,589069,,
INC000019443862,APP000010021948,R1028,PL1002,2018-12-05 18:04,Help/ Assistance,Priority 4,Low,Limited,2018-12-16 0:09,SG1055,Level 1,2018-12-05 21:40,User Access / Permission,12938,2294,,
INC000018712441,APP000010024042,R1007,PL1001,2018-07-09 10:44,Help/ Assistance,Priority 3,High,Limited,2018-07-27 0:08,SG1018,Level 2,2018-07-16 10:18,User knowledge or training error,603258,354502,,
INC000018007281,APP000010022642,R1028,PL1001,2018-02-07 12:25,Help/ Assistance,Priority 4,Low,Limited,2018-02-20 0:00,SG1016,Level 2,2018-02-09 2:04,User Access / Permission,135593,0,,8.31E+17
INC000018509644,APP000010021387,R1028,PL1001,2018-05-29 12:55,Help/ Assistance,Priority 4,Medium,Limited,2018-06-12 0:01,SG1008,Level 2,2018-06-01 8:27,Data Issue,243106,0,,
INC000019354083,APP000010025905,R1007,PL1001,2018-11-19 9:00,Help/ Assistance,Priority 4,Low,Limited,2018-11-30 0:09,SG1055,Level 1,2018-11-19 9:07,Connectivity,418,0,,
INC000019323539,APP000010032598,R1028,PL1002,2018-11-12 19:13,Help/ Assistance,Priority 4,Low,Limited,2018-11-30 0:11,SG1055,Level 1,2018-11-19 18:02,User Access / Permission,600535,595483,,
INC000018388811,APP000010021948,R1028,PL1002,2018-05-04 9:39,Help/ Assistance,Priority 4,Low,Limited,2018-05-15 0:12,SG1123,Level 1,2018-05-04 9:55,User Access / Permission,944,0,,8.31E+17
INC000017847260,APP000010022642,R1028,PL1001,2018-01-05 5:17,Help/ Assistance,Priority 4,Low,Limited,2018-01-16 0:07,SG1077,Level 2,2018-01-05 10:37,User Access / Permission,19208,0,,8.31E+17
INC000019193321,APP000010028434,R1016,PL1001,2018-10-16 8:26,Help/ Assistance,Priority 3,High,Limited,2018-10-30 0:03,SG1073,Level 2,2018-10-19 9:09,Physical environmental failure,261782,0,,
INC000019167170,APP000010032598,R1028,PL1002,2018-10-10 14:52,Help/ Assistance,Priority 4,Low,Limited,2018-10-23 0:09,SG1055,Level 1,2018-10-12 19:10,User Access / Permission,188286,180763,,
INC000018790436,APP000010022869,R1001,PL1001,2018-07-25 0:11,Help/ Assistance,Priority 3,High,Limited,2018-08-05 0:08,SG1033,Level 2,2018-07-25 23:33,Data Issue,84121,0,,
INC000019415167,APP000010021948,R1028,PL1002,2018-11-30 10:51,Help/ Assistance,Priority 4,Low,Limited,2018-12-11 0:09,SG1123,Level 1,2018-11-30 11:01,User Access / Permission,566,0,,8.31E+17
INC000017929788,APP000010028529,R1016,PL1001,2018-01-22 15:28,Help/ Assistance,Priority 3,High,Limited,2018-02-04 0:13,SG1117,Level 3,2018-01-24 15:28,Data Issue,172835,0,,
INC000019109730,APP000010019449,R1007,PL1002,2018-09-28 4:24,Help/ Assistance,Priority 4,Low,Limited,2018-10-09 0:07,SG1123,Level 1,2018-09-28 4:26,User Access / Permission,145,0,,8.31E+17
INC000019085454,APP000010024042,R1007,PL1001,2018-09-24 10:49,Help/ Assistance,Priority 4,Low,Limited,2018-10-05 0:08,SG1123,Level 1,2018-09-24 11:05,User knowledge or training error,1016,0,,8.31E+17
INC000017968037,APP0000758,R1028,PL1002,2018-01-30 11:30,Help/ Assistance,Priority 4,Low,Limited,2018-10-03 17:38,SG1159,Level 2,,,33873243,0,,8.31E+17
INC000017837102,APP000010022642,R1028,PL1001,2018-01-03 11:42,Help/ Assistance,Priority 4,Low,Limited,2018-01-14 0:12,SG1123,Level 1,2018-01-03 11:53,User Access / Permission,686,0,,8.31E+17
INC000019328502,APP000010027175,R1028,PL1001,2018-11-13 14:25,Help/ Assistance,Priority 4,Low,Limited,2018-11-24 0:08,SG1055,Level 1,2018-11-13 14:44,Application Defect (SDLC activities),1108,0,,
INC000019640371,APP000010029495,R1024,PL1001,2019-01-18 9:57,Help/ Assistance,Priority 4,Low,Limited,2019-02-01 0:16,SG1072,Level 2,2019-01-21 7:29,Data Issue,250323,0,,
INC000018472286,APP000010007299,R1016,PL1001,2018-05-22 1:32,Help/ Assistance,Priority 3,High,Limited,2018-06-02 0:16,SG1141,Level 2,2018-05-22 6:23,Job Failure,17434,0,,
INC000019747174,APP000010021948,R1028,PL1002,2019-02-11 12:06,Help/ Assistance,Priority 4,Low,Limited,2019-02-22 0:20,SG1123,Level 1,2019-02-11 12:24,User Access / Permission,1060,0,,8.31E+17
INC000018893822,APP000010029346,R1001,PL1001,2018-08-15 13:56,Help/ Assistance,Priority 3,Medium,Large,2018-08-27 0:05,SG1034,Level 2,2018-08-16 6:18,Job Failure,58938,0,,
INC000019513079,APP000010028434,R1016,PL1001,2018-12-19 19:09,Help/ Assistance,Priority 4,Medium,Limited,2019-01-01 0:05,SG1073,Level 2,2018-12-21 6:45,Physical environmental failure,128122,0,,
INC000019130787,APP000010027488,R1001,PL1001,2018-10-03 4:33,Help/ Assistance,Priority 3,High,Limited,2018-10-19 0:08,SG1073,Level 2,2018-10-08 4:49,Data Issue,432971,74669,,
INC000019368339,APP000010021948,R1028,PL1002,2018-11-21 10:11,Help/ Assistance,Priority 4,Low,Limited,2018-12-02 0:09,SG1123,Level 1,2018-11-21 10:39,User Access / Permission,1654,0,,
INC000019750909,APP000010024042,R1007,PL1001,2019-02-12 3:23,Help/ Assistance,Priority 3,High,Limited,2019-02-23 0:12,SG1072,Level 2,2019-02-12 6:51,User Access / Permission,12476,0,,
INC000018560150,APP000010021948,R1028,PL1002,2018-06-07 10:25,Help/ Assistance,Priority 3,High,Limited,2018-06-19 0:19,SG1123,Level 1,2018-06-08 8:11,User Access / Permission,78340,74664,,
INC000018940368,APP000010011738,R1028,PL1002,2018-08-25 6:20,Help/ Assistance,Priority 4,Low,Limited,2018-09-05 0:01,SG1123,Level 1,2018-08-25 8:08,User knowledge or training error,6491,0,,
INC000017905610,APP000010006077,R1016,PL1001,2018-01-17 3:27,Help/ Assistance,Priority 4,Low,Limited,2018-10-20 0:08,SG1187,Level 3,2018-10-09 6:04,Data Issue,22901822,103312,,
INC000019467633,APP000010027175,R1028,PL1001,2018-12-10 19:44,Help/ Assistance,Priority 4,Low,Limited,2018-12-21 0:06,SG1055,Level 1,2018-12-10 19:57,User Access / Permission,770,0,,
INC000018633563,APP000010029346,R1001,PL1001,2018-06-21 23:58,Help/ Assistance,Priority 3,High,Limited,2018-07-03 0:09,SG1034,Level 2,2018-06-22 2:12,Data Issue,8060,0,,
INC000018057019,APP000010026332,R1002,PL1001,2018-02-20 7:43,Help/ Assistance,Priority 4,Low,Limited,2018-03-04 0:05,SG1247,Level 2,2018-02-21 6:00,Job Failure,80190,0,,
INC000018304402,APP000010026595,R1007,PL1001,2018-04-16 23:09,Help/ Assistance,Priority 3,High,Limited,2018-04-28 0:01,SG1169,Level 2,2018-04-17 6:02,Change Implementation,24772,0,,
INC000018222703,APP000010012661,R1024,PL1002,2018-03-28 18:28,Help/ Assistance,Priority 4,Low,Limited,2018-04-08 0:04,SG1123,Level 1,2018-03-28 18:40,SSO/Network,752,0,,
INC000018133410,APP0011554,R1007,PL1001,2018-03-08 8:58,Help/ Assistance,Priority 3,High,Limited,2018-03-19 0:02,SG1123,Level 1,2018-03-08 9:15,User knowledge or training error,1028,0,,
INC000018057028,APP000010026332,R1002,PL1001,2018-02-20 7:44,Help/ Assistance,Priority 4,Low,Limited,2018-03-04 0:08,SG1247,Level 2,2018-02-21 6:02,Incident Opened in Error / Not serviced,80230,0,,
INC000018436528,APP000010016112,R1028,PL1001,2018-05-15 5:44,Help/ Assistance,Priority 3,High,Limited,2018-05-27 0:10,SG1112,Level 2,2018-05-16 6:29,Data Issue,89100,0,,
INC000019731202,APP000010027175,R1028,PL1001,2019-02-07 11:03,Help/ Assistance,Priority 4,Low,Limited,2019-02-18 0:14,SG1055,Level 1,2019-02-07 12:43,User knowledge or training error,6051,0,,
INC000018231771,APP000010022418,R1001,PL1002,2018-03-30 21:10,Help/ Assistance,Priority 2,Medium,Widespread,2018-04-11 0:01,SG1171,Level 2,2018-03-31 1:06,Change Implementation,14166,0,,
INC000019720979,APP000010027175,R1028,PL1001,2019-02-05 13:38,Help/ Assistance,Priority 4,Low,Limited,2019-02-16 0:07,SG1056,Level 2,2019-02-05 16:17,User knowledge or training error,9545,0,,
INC000018156104,APP000010016112,R1028,PL1001,2018-03-14 0:08,Help/ Assistance,Priority 4,Low,Limited,2018-03-26 0:10,SG1248,Level 2,2018-03-15 7:36,Application Defect (SDLC activities),113296,87215,,
INC000019668220,APP000010032790,R1001,PL1002,2019-01-24 9:41,Help/ Assistance,Priority 4,Low,Limited,2019-02-05 0:02,SG1087,Level 2,2019-01-25 2:00,Data Issue,58776,0,,
INC000017946793,APP000010007552,R1028,PL1001,2018-01-25 13:00,Help/ Assistance,Priority 4,Low,Limited,2018-02-09 0:08,SG1103,Level 2,2018-01-29 11:43,Data Issue,340982,333352,,
INC000018436514,APP000010007299,R1016,PL1001,2018-05-15 5:40,Help/ Assistance,Priority 3,High,Limited,2018-05-27 0:13,SG1141,Level 2,2018-05-16 3:16,Job Failure,77745,0,,
INC000018095239,APP000010007299,R1016,PL1001,2018-02-28 8:13,Help/ Assistance,Priority 3,High,Limited,2018-03-12 0:13,SG1141,Level 2,2018-03-01 5:31,Job Failure,76669,0,,
INC000019532162,APP0006575,R1044,PL1001,2018-12-26 5:49,Help/ Assistance,Priority 4,Low,Limited,2019-01-06 0:01,SG1123,Level 1,2018-12-26 6:12,Security / Network password,1381,0,,
INC000018918691,APP000010029346,R1001,PL1001,2018-08-21 6:47,Help/ Assistance,Priority 3,High,Limited,2018-09-09 0:07,SG1034,Level 2,2018-08-29 22:48,Data Issue,748857,0,,
INC000019716573,APP000010027175,R1028,PL1001,2019-02-04 17:46,Help/ Assistance,Priority 4,Low,Limited,2019-02-15 0:17,SG1055,Level 1,2019-02-04 18:08,User Access / Permission,1308,0,,
INC000019624021,APP000010016841,R1001,PL1002,2019-01-15 18:51,Help/ Assistance,Priority 4,Low,Limited,2019-01-26 0:06,SG1055,Level 1,2019-01-15 19:48,User Access / Permission,3466,0,,
INC000018791262,APP000010024042,R1007,PL1001,2018-07-25 3:41,Help/ Assistance,Priority 3,High,Limited,2018-08-06 0:01,SG1018,Level 2,2018-07-26 3:52,Connectivity,87046,0,,
INC000019279797,APP000010021948,R1028,PL1002,2018-11-02 10:14,Help/ Assistance,Priority 4,Medium,Limited,2018-11-13 0:02,SG1123,Level 1,2018-11-02 10:23,User Access / Permission,566,0,,8.31E+17
INC000018024734,APP000010028170,R1007,PL1001,2018-02-12 8:57,Help/ Assistance,Priority 3,High,Limited,2018-02-24 0:09,SG1196,Level 2,2018-02-13 4:32,Job Failure,70488,0,,
INC000019328819,APP000010021948,R1028,PL1002,2018-11-13 15:52,Help/ Assistance,Priority 4,Low,Limited,2018-11-24 0:01,SG1123,Level 1,2018-11-13 16:24,User Access / Permission,1901,0,,8.31E+17
INC000019139828,APP000010025582,R1028,PL1001,2018-10-04 14:24,Help/ Assistance,Priority 4,Low,Limited,2018-10-21 0:00,SG1056,Level 2,2018-10-10 16:15,Data Issue,525063,522505,,
INC000019211359,APP000010027175,R1028,PL1001,2018-10-19 9:36,Help/ Assistance,Priority 4,Low,Limited,2018-10-30 0:02,SG1056,Level 2,2018-10-19 15:53,User Access / Permission,22646,0,,
INC000019179279,APP000010016841,R1001,PL1002,2018-10-12 17:04,Help/ Assistance,Priority 4,Low,Limited,2018-10-23 0:10,SG1055,Level 1,2018-10-12 20:27,Application Defect (SDLC activities),12156,0,,
INC000019763058,APP000010022869,R1001,PL1001,2019-02-14 3:59,Help/ Assistance,Priority 4,Low,Limited,2019-02-25 15:59,SG1033,Level 2,,,1068330,0,,
INC000018339054,APP000010021948,R1028,PL1002,2018-04-24 8:02,Help/ Assistance,Priority 4,Low,Limited,2018-05-05 0:03,SG1123,Level 1,2018-04-24 9:00,User Access / Permission,3480,0,,8.31E+17
INC000019497996,APP000010027175,R1028,PL1001,2018-12-17 8:23,Help/ Assistance,Priority 4,Low,Limited,2018-12-28 0:10,SG1055,Level 1,2018-12-17 9:19,Connectivity,3337,0,,
INC000019590225,APP000010021703,R1028,PL1001,2019-01-09 8:09,Help/ Assistance,Priority 4,Low,Limited,2019-01-20 0:06,SG1009,Level 2,2019-01-09 9:54,Connectivity,6273,0,,8.31E+17
INC000018954099,APP000010006077,R1016,PL1001,2018-08-28 12:17,Help/ Assistance,Priority 3,High,Limited,2018-12-02 0:00,SG1064,Level 3,2018-11-21 2:03,Data Issue,7310787,5651237,,
INC000019154678,APP000010018110,R1001,PL1001,2018-10-08 14:33,Help/ Assistance,Priority 4,Low,Limited,2018-10-19 0:04,SG1056,Level 2,2018-10-08 17:54,User Access / Permission,12107,0,,
INC000019744143,APP0000629,R1044,PL1001,2019-02-11 3:59,Help/ Assistance,Priority 2,High,Large,2019-02-22 0:15,SG1062,Level 2,2019-02-11 6:27,User knowledge or training error,8868,0,,8.31E+17
INC000019338555,APP000010027175,R1028,PL1001,2018-11-15 10:44,Help/ Assistance,Priority 4,Low,Limited,2018-11-26 0:09,SG1055,Level 1,2018-11-15 10:54,Connectivity,645,0,,
INC000018413333,APP000010007299,R1016,PL1001,2018-05-09 17:05,Help/ Assistance,Priority 4,Low,Limited,2018-05-22 0:12,SG1141,Level 2,2018-05-11 2:32,Data Issue,120375,0,,
INC000018208187,APP000010025582,R1028,PL1001,2018-03-26 10:34,Help/ Assistance,Priority 4,Low,Limited,2018-04-06 0:14,SG1123,Level 1,2018-03-26 10:43,User knowledge or training error,598,0,,8.31E+17
INC000018885855,APP000010027569,R1024,PL1001,2018-08-14 7:40,Help/ Assistance,Priority 3,High,Limited,2018-09-04 0:07,SG1178,Level 2,2018-08-24 8:58,Data Issue,868679,0,,
INC000018420936,APP000010021948,R1028,PL1002,2018-05-11 6:31,Help/ Assistance,Priority 4,Low,Limited,2018-05-22 0:05,SG1123,Level 1,2018-05-11 6:49,User Access / Permission,1068,0,,8.31E+17
INC000018433526,APP0006052,R1024,PL1001,2018-05-14 16:43,Help/ Assistance,Priority 4,Low,Limited,2018-05-25 0:02,SG1048,Level 2,2018-05-14 17:40,User Access / Permission,3415,0,,8.31E+17
INC000018467963,APP000010008132,R1016,PL1001,2018-05-21 9:43,Help/ Assistance,Priority 3,High,Limited,2018-06-08 0:11,SG1131,Level 2,2018-05-28 8:02,Data Issue,598750,0,,
INC000018666141,APP000010028895,R1007,PL1001,2018-06-28 11:42,Help/ Assistance,Priority 3,High,Limited,2018-07-09 0:11,SG1165,Level 2,2018-06-28 15:30,Data Issue,13694,0,,
INC000018863118,APP000010021703,R1028,PL1001,2018-08-08 23:55,Help/ Assistance,Priority 4,Low,Limited,2018-08-20 0:08,SG1123,Level 1,2018-08-09 0:07,Connectivity,765,0,,8.31E+17
INC000018387117,APP000010026595,R1007,PL1001,2018-05-04 3:47,Help/ Assistance,Priority 4,Low,Limited,2018-05-18 0:08,SG1169,Level 2,2018-05-07 3:41,Configuration Error,258861,0,,
INC000019207845,APP000010027318,R1016,PL1002,2018-10-18 16:00,Help/ Assistance,Priority 4,Medium,Limited,2018-12-01 0:05,SG1130,Level 2,2018-11-20 16:23,Configuration Error,2856147,0,,
INC000019201702,APP000010021948,R1028,PL1002,2018-10-17 13:46,Help/ Assistance,Priority 4,Low,Limited,2018-10-28 0:02,SG1123,Level 1,2018-10-17 14:08,User Access / Permission,1326,0,,8.31E+17
INC000018692595,APP000010026851,R1028,PL1001,2018-07-04 8:42,Help/ Assistance,Priority 3,High,Limited,2018-07-15 0:01,SG1196,Level 2,2018-07-04 9:09,Connectivity,1617,0,,
INC000018038224,APP000010027935,R1028,PL1001,2018-02-14 21:10,Help/ Assistance,Priority 3,High,Limited,2018-02-26 0:10,SG1214,Level 2,2018-02-15 4:33,Software Incompatibility,26556,0,,
INC000018365232,APP000010028895,R1007,PL1001,2018-04-30 8:47,Help/ Assistance,Priority 3,High,Limited,2018-05-13 0:15,SG1165,Level 2,2018-05-02 3:45,Data Issue,154682,0,,
INC000018665468,APP000010018385,R1024,PL1001,2018-06-28 10:07,Help/ Assistance,Priority 3,High,Limited,2018-07-13 0:03,SG1177,Level 2,2018-07-02 5:53,Job Failure,330404,0,,
INC000018670770,APP000010021948,R1028,PL1002,2018-06-29 8:26,Help/ Assistance,Priority 4,Low,Limited,2018-07-10 0:04,SG1123,Level 1,2018-06-29 8:35,User Access / Permission,494,0,,8.31E+17
INC000018871598,APP000010021703,R1028,PL1001,2018-08-10 10:23,Help/ Assistance,Priority 4,Low,Large,2018-08-21 0:06,SG1123,Level 1,2018-08-10 11:05,Connectivity,2466,0,,8.31E+17
INC000019058898,APP000010021948,R1028,PL1002,2018-09-18 16:14,Help/ Assistance,Priority 4,Low,Limited,2018-09-29 0:03,SG1123,Level 1,2018-09-18 16:17,User Access / Permission,138,0,,
INC000018145561,APP000010026851,R1028,PL1001,2018-03-12 7:04,Help/ Assistance,Priority 3,High,Limited,2018-03-24 0:03,SG1196,Level 2,2018-03-13 7:39,Capacity/ Disk Space,88471,0,,
INC000019004204,APP000010022869,R1001,PL1001,2018-09-07 3:10,Help/ Assistance,Priority 3,High,Limited,2018-09-20 0:01,SG1033,Level 2,2018-09-09 22:13,User knowledge or training error,241375,0,,
INC000019189370,APP000010021948,R1028,PL1002,2018-10-15 14:39,Help/ Assistance,Priority 4,Low,Limited,2018-10-26 0:04,SG1123,Level 1,2018-10-15 14:43,User Access / Permission,256,0,,
INC000017887601,APP0025218,R1028,PL1002,2018-01-12 20:19,Help/ Assistance,Priority 4,Low,Limited,2018-01-23 0:00,SG1123,Level 1,2018-01-12 20:40,User Access / Permission,1264,0,,
INC000018265178,APP000010001881,R1001,PL1001,2018-04-08 22:34,Help/ Assistance,Priority 3,High,Limited,2018-04-21 0:04,SG1226,Level 2,2018-04-10 21:37,Data Issue,169378,55641,,
INC000019814203,APP000010028953,R1028,PL1001,2019-02-25 13:17,Help/ Assistance,Priority 3,High,Limited,2019-02-25 13:55,SG1061,Level 2,,Data Issue,84442,0,,
INC000018568129,APP000010021703,R1028,PL1001,2018-06-08 14:40,Help/ Assistance,Priority 4,Low,Limited,2018-06-19 0:14,SG1123,Level 1,2018-06-08 15:14,Connectivity,2039,0,,
INC000019743789,APP0000629,R1044,PL1001,2019-02-11 2:57,Help/ Assistance,Priority 2,High,Large,2019-02-22 0:04,SG1062,Level 2,2019-02-11 6:26,User knowledge or training error,12543,0,,8.31E+17
INC000019656472,APP000010027318,R1016,PL1002,2019-01-22 9:01,Help/ Assistance,Priority 4,Low,Limited,2019-02-02 0:07,SG1055,Level 1,2019-01-22 9:21,Application Defect (SDLC activities),1203,0,,
INC000018292062,APP000010021948,R1028,PL1002,2018-04-13 9:37,Help/ Assistance,Priority 4,Low,Limited,2018-04-24 0:05,SG1123,Level 1,2018-04-13 9:44,User Access / Permission,409,0,,8.31E+17
INC000018439331,APP0000629,R1044,PL1001,2018-05-15 13:15,Help/ Assistance,Priority 4,Low,Limited,2018-05-28 0:13,SG1142,Level 1,2018-05-17 8:34,Data Issue,155962,106017,,8.31E+17
INC000018809707,APP000010021703,R1028,PL1001,2018-07-29 22:20,Help/ Assistance,Priority 4,Low,Limited,2018-08-09 0:02,SG1123,Level 1,2018-07-29 22:58,Connectivity,2315,0,,8.31E+17
INC000019716770,APP000010021948,R1028,PL1002,2019-02-04 18:45,Help/ Assistance,Priority 4,Low,Limited,2019-02-15 0:08,SG1055,Level 1,2019-02-04 19:41,User Access / Permission,3331,0,,
INC000017909573,APP0025218,R1028,PL1002,2018-01-17 15:43,Help/ Assistance,Priority 4,Low,Limited,2018-02-24 0:14,SG1123,Level 1,2018-02-13 10:19,User Access / Permission,2313364,660600,,
INC000019193346,APP000010021703,R1028,PL1001,2018-10-16 8:30,Help/ Assistance,Priority 3,High,Limited,2018-11-03 0:08,SG1009,Level 2,2018-10-23 12:18,Data Issue,618494,0,,
INC000019270482,APP000010021948,R1028,PL1002,2018-10-31 13:38,Help/ Assistance,Priority 4,Low,Limited,2018-11-11 0:04,SG1123,Level 1,2018-10-31 13:57,User Access / Permission,1123,0,,
INC000018937247,APP000010021703,R1028,PL1001,2018-08-24 9:23,Help/ Assistance,Priority 3,High,Limited,2018-09-07 0:09,SG1009,Level 2,2018-08-27 9:56,Data Issue,261230,0,,
INC000019249652,APP000010021948,R1028,PL1002,2018-10-26 16:26,Help/ Assistance,Priority 4,Low,Limited,2018-11-12 0:04,SG1123,Level 1,2018-11-01 13:12,User Access / Permission,506741,0,,
INC000018126209,APP0025335,R1016,PL1002,2018-03-07 1:30,Help/ Assistance,Priority 4,Low,Limited,2018-03-18 0:01,SG1123,Level 1,2018-03-07 1:44,Data Issue,873,0,,
INC000019674676,APP000010021948,R1028,PL1002,2019-01-25 13:48,Help/ Assistance,Priority 4,Low,Limited,2019-02-05 0:08,SG1123,Level 1,2019-01-25 13:51,User Access / Permission,151,0,,
INC000017913576,APP000010008132,R1016,PL1001,2018-01-18 9:43,Help/ Assistance,Priority 4,Low,Limited,2018-02-10 0:19,SG1131,Level 2,2018-01-30 6:14,Data Issue,1024232,472548,,
INC000018321901,APP000010022869,R1001,PL1001,2018-04-20 0:46,Help/ Assistance,Priority 4,Low,Limited,2018-05-01 0:08,SG1123,Level 1,2018-04-20 0:58,User knowledge or training error,718,0,,8.31E+17
INC000019132496,APP000010021703,R1028,PL1001,2018-10-03 9:48,Help/ Assistance,Priority 3,High,Limited,2018-10-14 0:07,SG1009,Level 2,2018-10-03 11:16,Connectivity,5258,0,,
INC000018822927,APP000010006077,R1016,PL1001,2018-07-31 18:35,Help/ Assistance,Priority 3,High,Limited,2018-08-14 0:02,SG1106,Level 2,2018-08-03 1:34,Change Implementation,197953,0,,
INC000019746410,APP000010027788,R1028,PL1002,2019-02-11 10:21,Help/ Assistance,Priority 4,Low,Limited,2019-02-22 0:02,SG1055,Level 1,2019-02-11 10:39,User Access / Permission,1112,0,,
